Date,Open,High,Low,Close,Adj Close,Volume
2015-10-15,783.000000,801.000000,769.000000,791.549988,738.985291,4110634
2015-10-16,788.000000,790.900024,782.000000,785.000000,732.870178,2121262
2015-10-19,784.900024,796.950012,778.000000,793.900024,747.367615,1733760
2015-10-20,797.450012,797.450012,783.000000,787.099976,740.966187,1428531
2015-10-21,788.000000,794.450012,787.000000,790.349976,744.025635,879891
2015-10-23,795.000000,805.599976,791.250000,800.200012,753.298401,1956438
2015-10-26,802.799988,810.000000,800.650024,808.599976,761.206055,754383
2015-10-27,806.750000,814.849976,799.200012,812.150024,764.547852,876427
2015-10-28,811.599976,820.500000,807.900024,818.500000,770.525757,1123867
2015-10-29,811.000000,818.000000,799.200012,801.450012,754.475098,1558590
2015-10-30,802.000000,810.950012,795.000000,800.650024,753.722046,1209468
2015-11-02,799.250000,804.849976,791.549988,802.750000,755.698914,553599
2015-11-03,805.000000,808.500000,801.200012,804.450012,757.299316,349296
2015-11-04,806.799988,818.099976,799.200012,801.000000,754.051453,945881
2015-11-05,801.000000,811.599976,797.750000,802.650024,755.604797,462520
2015-11-06,806.700012,806.950012,796.299988,799.049988,752.215698,726024
2015-11-09,794.000000,807.000000,784.000000,802.599976,755.557739,1247468
2015-11-10,802.000000,809.599976,793.400024,803.549988,756.451904,880293
2015-11-13,792.349976,799.500000,792.349976,796.700012,750.003540,1029232
2015-11-16,794.000000,802.099976,780.099976,784.099976,738.141968,1186659
2015-11-17,785.900024,800.000000,782.000000,798.299988,751.509583,792593
2015-11-18,798.000000,806.849976,790.450012,793.500000,746.991028,721764
2015-11-19,797.500000,801.849976,792.299988,794.599976,748.026550,861404
2015-11-20,799.849976,803.450012,794.299988,798.150024,751.368591,845026
2015-11-23,795.049988,800.700012,787.000000,791.200012,744.825867,692990
2015-11-24,794.000000,813.500000,790.750000,811.950012,764.359680,1188716
2015-11-26,814.700012,821.500000,808.150024,812.450012,764.830383,1282221
2015-11-27,812.500000,820.750000,808.000000,816.200012,768.360596,897445
2015-11-30,813.500000,826.000000,804.099976,812.000000,764.406738,2959644
2015-12-01,811.849976,836.799988,811.849976,833.400024,784.552490,1404347
2015-12-02,832.900024,835.700012,823.400024,829.900024,781.257568,983626
2015-12-03,827.849976,827.900024,814.000000,816.599976,768.737061,680102
2015-12-04,813.349976,824.450012,805.000000,814.950012,767.183838,1445988
2015-12-07,815.000000,835.500000,815.000000,833.500000,784.646545,1273142
2015-12-08,831.900024,839.799988,822.599976,825.750000,777.350708,1136199
2015-12-09,827.000000,835.000000,816.150024,820.150024,772.079041,1028736
2015-12-10,823.000000,830.849976,812.250000,815.900024,768.078125,1144862
2015-12-11,818.299988,831.950012,816.650024,822.099976,773.914673,1214169
2015-12-14,825.000000,842.500000,813.450012,839.000000,789.824219,1307321
2015-12-15,839.200012,862.500000,839.200012,858.599976,808.275391,2303845
2015-12-16,865.000000,868.400024,852.700012,855.400024,805.262939,1101128
2015-12-17,840.000000,865.700012,840.000000,864.250000,813.594177,1214526
2015-12-18,865.599976,875.599976,852.150024,857.049988,806.816223,2114632
2015-12-21,861.950012,861.950012,849.750000,851.599976,801.685669,1112136
2015-12-22,852.950012,857.900024,843.200012,851.450012,801.544495,913032
2015-12-23,859.450012,870.500000,856.049988,863.250000,812.652893,770192
2015-12-24,868.000000,869.299988,862.000000,864.250000,813.594177,538736
2015-12-28,865.000000,873.000000,862.500000,865.849976,815.100403,976331
2015-12-29,867.000000,867.000000,855.000000,857.900024,807.616455,754046
2015-12-30,858.000000,862.900024,854.700012,857.450012,807.192871,677471
2015-12-31,857.450012,866.450012,851.500000,862.750000,812.182190,743363
2016-01-01,860.000000,862.000000,853.500000,856.549988,806.345520,230366
2016-01-04,856.549988,868.700012,851.150024,859.000000,808.651917,828876
2016-01-05,857.299988,859.049988,845.500000,847.950012,798.249573,1118709
2016-01-06,850.000000,850.000000,840.950012,843.049988,793.636841,2135092
2016-01-07,840.000000,840.950012,817.500000,820.250000,772.173157,1353969
2016-01-08,819.000000,831.500000,807.700012,809.849976,762.382813,1324046
2016-01-11,806.000000,819.700012,801.349976,811.750000,764.171326,1514504
2016-01-12,808.500000,822.150024,804.549988,819.700012,771.655457,1110037
2016-01-13,821.799988,836.200012,813.750000,832.750000,783.940552,1338356
2016-01-14,829.500000,837.900024,818.549988,827.250000,778.762878,1531002
2016-01-15,827.250000,828.950012,776.650024,804.250000,757.110962,3249884
2016-01-18,796.299988,816.650024,795.000000,809.950012,762.476929,1525578
2016-01-19,813.000000,821.750000,807.650024,810.450012,762.947571,867289
2016-01-20,805.000000,815.000000,785.000000,795.049988,748.450195,1543575
2016-01-21,797.200012,799.000000,774.200012,775.599976,730.140198,1679165
2016-01-22,780.500000,783.500000,770.000000,771.500000,726.280579,1465143
2016-01-25,772.000000,784.750000,769.700012,783.299988,737.388916,1036869
2016-01-27,781.000000,783.849976,766.400024,767.900024,722.891541,1291178
2016-01-28,769.799988,797.000000,766.500000,791.750000,745.343567,1967418
2016-01-29,791.099976,820.000000,791.099976,816.900024,769.019470,1733695
2016-02-01,816.000000,817.400024,799.000000,800.950012,754.004395,1025869
2016-02-02,809.500000,809.950012,796.950012,800.099976,753.204102,960236
2016-02-03,795.500000,828.500000,795.500000,821.599976,773.443970,1843081
2016-02-04,824.500000,838.400024,816.549988,834.799988,785.870361,1698770
2016-02-05,830.000000,855.500000,830.000000,844.950012,795.425537,2043434
2016-02-08,844.000000,848.200012,826.450012,828.900024,780.316101,490426
2016-02-09,826.349976,842.150024,824.700012,826.349976,777.915588,964658
2016-02-10,826.000000,832.099976,820.099976,824.549988,776.221191,781041
2016-02-11,823.900024,828.000000,791.200012,802.599976,755.557739,1010277
2016-02-12,800.500000,816.700012,795.000000,812.599976,764.971558,1318480
2016-02-15,817.000000,821.950012,798.000000,804.700012,757.534607,1206980
2016-02-16,810.000000,811.849976,799.450012,803.200012,756.122498,926079
2016-02-17,800.500000,814.000000,789.750000,812.549988,764.924438,783633
2016-02-18,814.049988,830.500000,812.500000,827.400024,778.904114,1179011
2016-02-19,831.849976,831.849976,813.450012,827.599976,779.092346,620200
2016-02-22,827.000000,866.000000,826.349976,861.650024,811.146667,1883688
2016-02-23,858.450012,858.450012,834.200012,836.849976,787.800110,590731
2016-02-24,836.900024,844.900024,828.200012,836.750000,787.706055,1062120
2016-02-25,837.700012,846.200012,832.400024,842.799988,793.401550,859877
2016-02-26,848.000000,852.650024,841.099976,849.900024,800.085266,1191495
2016-02-29,851.000000,851.700012,823.500000,830.400024,781.728210,1974971
2016-03-01,829.849976,829.849976,818.099976,824.150024,775.844604,1777318
2016-03-02,830.000000,855.000000,830.000000,849.250000,799.473328,1221727
2016-03-03,855.500000,856.099976,845.750000,848.900024,799.143921,746384
2016-03-04,848.500000,855.900024,841.450012,848.750000,799.002686,1331537
2016-03-08,848.000000,848.000000,824.000000,826.250000,777.821472,1342346
2016-03-09,826.549988,843.900024,826.549988,839.650024,790.436157,1929618
2016-03-10,837.000000,841.000000,829.000000,837.549988,788.459167,1140147
2016-03-11,842.000000,857.950012,831.500000,851.599976,801.685669,1527676
2016-03-14,855.049988,860.000000,845.000000,857.150024,806.910400,825367
2016-03-15,852.099976,856.799988,835.549988,840.799988,791.518677,1330602
2016-03-16,844.900024,845.849976,831.000000,844.150024,794.672302,1511400
2016-03-17,848.099976,855.000000,843.000000,849.650024,799.850037,1970969
2016-03-18,850.000000,852.000000,838.000000,848.349976,798.626160,1848223
2016-03-21,847.099976,883.000000,847.099976,879.650024,828.091614,1587554
2016-03-22,876.049988,880.650024,862.400024,870.150024,819.148376,2024654
2016-03-23,870.000000,877.349976,860.549988,873.599976,822.396240,1373555
2016-03-28,876.000000,876.099976,860.200012,863.650024,813.029358,2033190
2016-03-29,860.299988,871.349976,858.599976,861.150024,810.675903,1389839
2016-03-30,862.000000,878.950012,858.900024,861.650024,811.146667,1453623
2016-03-31,855.500000,875.700012,855.500000,869.500000,818.536560,2635929
2016-04-01,867.099976,874.900024,856.000000,867.799988,816.936157,1096484
2016-04-04,863.099976,874.950012,861.299988,872.200012,821.078247,960124
2016-04-05,870.200012,882.849976,862.299988,868.500000,817.595093,1096886
2016-04-06,869.000000,872.900024,863.000000,871.700012,820.607605,1041648
2016-04-07,870.000000,874.849976,855.049988,860.000000,809.593323,848064
2016-04-08,861.000000,863.000000,845.799988,850.400024,800.555908,712487
2016-04-11,853.000000,867.849976,845.099976,864.299988,813.641235,943737
2016-04-12,866.900024,874.400024,860.200012,872.500000,821.360718,867406
2016-04-13,875.000000,899.599976,873.500000,897.700012,845.083740,1897529
2016-04-18,900.200012,904.950012,886.500000,899.150024,846.448730,1091523
2016-04-20,899.099976,906.000000,893.150024,904.099976,851.108459,1424850
2016-04-21,905.000000,906.900024,896.000000,904.049988,851.061584,1162870
2016-04-22,897.799988,904.299988,883.000000,884.200012,832.375000,1078366
2016-04-25,880.500000,889.000000,875.500000,884.150024,832.327881,828061
2016-04-26,881.599976,896.000000,880.700012,885.750000,833.834106,1214609
2016-04-27,884.400024,894.000000,880.900024,892.200012,839.906067,778693
2016-04-28,893.200012,896.799988,871.000000,876.250000,824.890808,2715410
2016-04-29,876.000000,879.349976,859.200012,867.900024,817.030273,1581281
2016-05-02,867.000000,867.000000,855.000000,863.950012,813.311829,787156
2016-05-03,863.950012,869.000000,848.000000,851.000000,801.120789,1305303
2016-05-04,850.000000,855.900024,844.000000,853.400024,803.380127,568460
2016-05-05,859.000000,861.900024,846.799988,850.150024,800.320679,760873
2016-05-06,848.000000,856.500000,846.750000,853.400024,803.380127,411253
2016-05-09,851.000000,869.700012,839.200012,845.500000,795.943237,3215773
2016-05-10,848.799988,867.900024,845.599976,862.450012,811.899719,1523285
2016-05-11,855.000000,866.799988,851.099976,862.549988,811.993896,697299
2016-05-12,858.400024,862.000000,849.349976,853.000000,803.003601,730642
2016-05-13,852.950012,852.950012,821.950012,831.799988,783.046204,2369627
2016-05-16,833.000000,848.500000,817.000000,846.250000,796.649231,1940183
2016-05-17,850.000000,850.349976,831.000000,834.049988,785.164246,1434067
2016-05-18,833.700012,834.549988,823.000000,825.500000,777.115356,1428456
2016-05-19,826.099976,829.849976,810.349976,815.099976,767.325073,1866764
2016-05-20,820.000000,821.000000,806.150024,812.400024,764.783264,1624617
2016-05-23,817.000000,825.750000,813.049988,819.599976,771.561157,1118741
2016-05-24,819.000000,824.450012,815.450012,823.099976,774.856079,946784
2016-05-25,828.000000,841.450012,827.049988,840.099976,790.859741,1127694
2016-05-26,840.200012,854.000000,832.000000,850.349976,800.508911,2479387
2016-05-27,851.349976,865.950012,850.500000,861.200012,810.723022,1531278
2016-05-30,864.000000,867.200012,849.750000,854.349976,804.274475,776274
2016-05-31,857.799988,859.900024,845.000000,848.200012,798.484924,12132028
2016-06-01,852.150024,863.400024,846.049988,855.150024,805.027588,1223721
2016-06-02,855.000000,873.950012,835.000000,868.200012,817.312683,3409326
2016-06-03,872.000000,888.000000,869.400024,884.849976,832.986755,1752265
2016-06-06,887.599976,892.000000,875.049988,879.349976,827.809143,1941227
2016-06-07,884.000000,898.799988,880.400024,897.049988,844.471741,2185954
2016-06-08,895.000000,908.000000,891.599976,897.200012,844.612915,1470489
2016-06-09,899.000000,899.000000,874.450012,876.450012,825.079102,1376923
2016-06-10,876.000000,884.799988,871.150024,874.650024,823.384827,793113
2016-06-13,867.349976,880.950012,867.349976,874.200012,822.961121,1071858
2016-06-14,872.099976,875.200012,860.299988,865.700012,814.959229,826228
2016-06-15,868.000000,876.599976,863.000000,874.650024,823.384827,863255
2016-06-16,871.849976,880.849976,859.150024,879.450012,827.903381,803719
2016-06-17,883.950012,884.700012,872.500000,881.349976,829.691956,849716
2016-06-20,875.000000,882.349976,870.549988,879.400024,827.856262,526386
2016-06-21,876.500000,879.000000,866.150024,870.250000,819.242493,1214022
2016-06-22,862.950012,867.750000,857.000000,859.250000,817.814819,723156
2016-06-23,860.000000,873.000000,854.299988,869.349976,827.427856,574726
2016-06-24,858.549988,862.200012,847.099976,859.099976,817.672180,1157925
2016-06-27,858.000000,873.849976,855.250000,858.849976,817.434143,815766
2016-06-28,861.000000,889.950012,859.000000,887.750000,844.940613,1607560
2016-06-29,889.900024,894.150024,877.000000,883.799988,841.180969,857945
2016-06-30,891.000000,902.900024,890.549988,898.549988,855.219788,2029009
2016-07-01,898.599976,904.549988,886.099976,897.599976,854.315491,1099564
2016-07-04,900.000000,902.750000,888.000000,893.049988,849.984985,674938
2016-07-05,895.200012,896.200012,886.849976,890.200012,847.272461,631452
2016-07-07,890.000000,920.000000,888.599976,918.299988,874.017395,1689043
2016-07-08,919.000000,926.299988,913.450012,920.700012,876.301697,1579861
2016-07-11,927.000000,934.900024,921.349976,929.400024,884.582092,746028
2016-07-12,933.900024,933.900024,913.650024,925.299988,880.679749,813346
2016-07-13,923.099976,929.750000,917.450012,927.450012,882.726135,598072
2016-07-14,927.000000,935.000000,922.049988,932.950012,887.960938,757072
2016-07-15,935.000000,951.450012,932.049988,941.500000,896.098572,1284879
2016-07-18,944.000000,946.599976,910.000000,921.950012,877.491272,3013256
2016-07-19,904.099976,906.900024,888.000000,895.150024,851.983765,2602482
2016-07-20,899.450012,910.299988,897.200012,906.900024,863.167114,897886
2016-07-21,907.000000,913.650024,900.500000,910.049988,866.165222,876194
2016-07-22,911.200012,915.000000,897.000000,903.200012,859.645508,967993
2016-07-25,900.500000,909.299988,895.700012,906.950012,863.214722,1297630
2016-07-26,911.900024,911.900024,899.000000,902.700012,859.169617,1094799
2016-07-27,900.000000,909.450012,898.250000,903.849976,860.264099,1168069
2016-07-28,904.900024,913.000000,895.099976,909.400024,865.546570,1760367
2016-07-29,905.400024,925.000000,902.549988,922.549988,878.062378,1284438
2016-08-01,930.000000,930.049988,916.150024,925.000000,880.394226,1270582
2016-08-02,928.900024,940.849976,924.200012,927.400024,882.678589,1442265
2016-08-03,926.799988,926.799988,909.549988,913.799988,869.734436,1067729
2016-08-04,922.000000,922.250000,908.849976,918.049988,873.779419,685515
2016-08-05,921.150024,928.650024,916.400024,925.500000,880.870178,936293
2016-08-08,926.549988,934.349976,922.400024,929.500000,884.677246,640018
2016-08-09,929.500000,935.900024,924.150024,934.250000,889.198181,912239
2016-08-10,935.000000,935.349976,922.799988,924.950012,880.346741,675289
2016-08-11,924.900024,938.099976,922.549988,935.650024,890.530701,859803
2016-08-12,934.799988,947.000000,926.000000,935.000000,889.912048,664203
2016-08-16,931.250000,943.900024,921.349976,926.200012,881.536377,847402
2016-08-17,924.900024,925.700012,910.299988,913.200012,869.163330,685242
2016-08-18,913.000000,916.700012,905.250000,906.900024,863.167114,1047855
2016-08-19,909.000000,915.700012,901.250000,910.650024,866.736328,1232642
2016-08-22,911.900024,933.900024,911.900024,930.049988,885.200684,1405730
2016-08-23,931.000000,931.650024,919.049988,921.700012,877.253357,923109
2016-08-24,921.000000,924.950012,908.250000,919.400024,875.064270,929753
2016-08-25,921.000000,922.000000,907.200012,910.799988,866.879028,1760911
2016-08-26,914.799988,914.799988,900.000000,904.500000,860.882813,753284
2016-08-29,906.000000,908.000000,901.000000,905.200012,861.549072,488018
2016-08-30,908.000000,926.299988,907.599976,924.799988,880.203857,921470
2016-08-31,925.000000,926.500000,911.849976,917.049988,872.827576,2185015
2016-09-01,917.099976,929.500000,913.349976,925.799988,881.155701,654587
2016-09-02,923.500000,926.549988,917.549988,920.750000,876.349304,968873
2016-09-06,924.250000,939.750000,922.299988,937.849976,892.624512,811241
2016-09-07,937.000000,938.900024,927.400024,933.000000,888.008484,728867
2016-09-08,933.000000,953.599976,931.500000,951.549988,905.664001,1528195
2016-09-09,950.000000,954.000000,927.400024,929.950012,885.105591,888951
2016-09-12,924.849976,924.849976,912.450012,918.450012,874.160156,677577
2016-09-14,917.000000,924.500000,905.000000,908.450012,864.642334,1349809
2016-09-15,910.200012,920.849976,906.000000,914.000000,869.924744,964711
2016-09-16,916.250000,928.599976,909.400024,911.700012,867.735657,1542460
2016-09-19,915.450012,922.500000,909.099976,911.950012,867.973572,793036
2016-09-20,912.150024,916.799988,900.900024,902.900024,859.360046,1133099
2016-09-21,902.000000,914.549988,900.549988,913.049988,869.020447,1102665
2016-09-22,913.000000,917.950012,903.250000,910.150024,866.260376,1250220
2016-09-23,911.000000,912.500000,901.000000,910.549988,866.641052,1498875
2016-09-26,909.000000,913.900024,886.500000,892.599976,849.556580,1153660
2016-09-27,895.000000,900.950012,889.400024,897.299988,854.029968,849724
2016-09-28,900.000000,900.849976,881.250000,887.150024,844.369507,1877866
2016-09-29,891.000000,892.799988,873.500000,878.299988,835.946228,3307074
2016-09-30,877.099976,879.849976,865.000000,867.849976,826.000122,3104818
2016-10-03,878.000000,878.000000,860.200012,868.750000,826.856750,2066037
2016-10-04,872.000000,872.000000,858.799988,860.400024,818.909485,1465854
2016-10-05,865.000000,873.700012,862.400024,870.950012,828.950684,1781339
2016-10-06,874.000000,886.849976,874.000000,884.450012,841.799744,1360160
2016-10-07,889.700012,889.700012,868.150024,877.250000,834.946838,1088191
2016-10-10,879.700012,885.549988,874.450012,876.150024,833.899963,734544
2016-10-13,869.500000,874.750000,852.500000,862.049988,820.479858,2130773
2016-10-14,854.750000,855.549988,837.000000,842.250000,801.634644,2077909
2016-10-17,844.000000,851.000000,839.000000,849.250000,808.297058,1136539
2016-10-18,850.299988,857.000000,849.000000,855.599976,814.340820,1146943
2016-10-19,855.000000,855.950012,844.049988,846.000000,805.203857,1171167
2016-10-20,848.549988,849.450012,838.599976,840.299988,799.778748,818580
2016-10-21,840.000000,852.250000,837.049988,851.200012,810.153137,1247395
2016-10-24,851.799988,855.000000,844.250000,848.349976,807.440491,1639740
2016-10-25,847.099976,849.799988,829.549988,832.349976,792.212036,1925999
2016-10-26,831.099976,846.799988,826.549988,842.849976,802.205750,1928005
2016-10-27,850.000000,850.000000,818.400024,840.299988,799.778748,3193498
2016-10-28,841.000000,846.950012,833.799988,836.500000,796.161987,1396899
2016-11-01,835.000000,842.700012,831.650024,835.250000,801.680847,891827
2016-11-02,835.000000,848.450012,832.049988,841.099976,807.295776,1085441
2016-11-03,838.150024,848.500000,834.700012,839.400024,805.664124,1975240
2016-11-04,849.000000,866.400024,842.500000,848.000000,813.918396,2273336
2016-11-07,850.000000,851.750000,834.549988,837.650024,803.984436,803129
2016-11-08,838.450012,846.750000,836.099976,844.599976,810.655029,797363
2016-11-09,820.000000,835.349976,799.000000,828.299988,795.010132,2122893
2016-11-10,840.000000,841.900024,813.799988,818.549988,785.652039,1017007
2016-11-11,815.000000,815.000000,798.099976,801.750000,769.527283,1758762
2016-11-15,804.000000,809.799988,783.250000,805.450012,773.078552,2007604
2016-11-16,809.000000,813.500000,798.000000,808.750000,776.245850,2677282
2016-11-17,808.750000,816.000000,803.000000,811.650024,779.029358,665671
2016-11-18,813.000000,814.799988,795.549988,802.849976,770.582947,1462211
2016-11-21,802.849976,805.799988,792.650024,797.750000,765.688049,993597
2016-11-22,806.299988,822.500000,802.799988,819.900024,786.947876,1226008
2016-11-23,820.349976,834.000000,815.099976,831.700012,798.273560,1254013
2016-11-24,828.799988,834.500000,820.549988,825.299988,792.130676,1588843
2016-11-25,830.000000,838.000000,825.650024,833.599976,800.097107,788448
2016-11-28,830.450012,841.950012,829.000000,837.849976,804.176331,930063
2016-11-29,837.000000,841.000000,830.250000,832.700012,799.233398,1157881
2016-11-30,835.250000,850.299988,831.049988,844.000000,810.079224,2734453
2016-12-01,844.000000,855.700012,840.900024,848.099976,814.014404,951938
